Qubit_1,Qubit_2,f1_GHz,f2_GHz,Detuning_GHz,Detuning_MHz
Q1,Q2,6.832612991191,6.652832452088,0.17978053910299963,179.78053910299963
Q1,Q3,6.832612991191,7.168394141588,0.3357811503970005,335.7811503970005
Q1,Q4,6.832612991191,5.821776500398,1.0108364907929994,1010.8364907929994
Q2,Q3,6.652832452088,7.168394141588,0.5155616895000001,515.5616895000002
Q2,Q4,6.652832452088,5.821776500398,0.8310559516899998,831.0559516899998
Q3,Q4,7.168394141588,5.821776500398,1.34661764119,1346.6176411899999
