        m,               Re{I[1]} (A),               Im{I[1]} (A),               Re{I[2]} (A),               Im{I[2]} (A),               Re{I[3]} (A),               Im{I[3]} (A),               Re{I[4]} (A),               Im{I[4]} (A),               Re{I[5]} (A),               Im{I[5]} (A),               Re{I[6]} (A),               Im{I[6]} (A),               Re{I[7]} (A),               Im{I[7]} (A),               Re{I[8]} (A),               Im{I[8]} (A)
 1.00e+00,        -1.587986096467e-14,        -2.028498069020e-03,        -5.401651091098e-14,        -2.570335472648e-02,        -2.244925211001e-14,        +9.248859608986e-08,        +4.555342463250e-14,        -1.453512025828e-07,        -1.357525137249e-15,        -2.087815193032e-08,        -1.517668368933e-14,        -4.539280808119e-08,        -2.023332922648e-15,        +7.235937176111e-12,        +5.760155922905e-14,        +4.694514563842e-08
 2.00e+00,        -1.142175102063e-10,        -6.688471236854e-08,        +1.216446247572e-10,        +1.579145748923e-07,        -8.511682777252e-10,        +2.438047863632e-03,        -1.781024600435e-09,        -2.540722136439e-02,        +5.428575142700e-10,        -4.555818851438e-09,        -2.955271333374e-10,        -1.348847974307e-08,        -9.603750894832e-12,        +3.420703676471e-09,        -3.042774952300e-12,        +7.612578130799e-08
 3.00e+00,        -8.097888515427e-09,        +9.310974090391e-08,        +1.030311409602e-09,        -5.456777343393e-08,        +1.760311465153e-09,        -6.518975259721e-10,        +2.467949760512e-09,        -2.354836458548e-08,        -2.942185184505e-09,        +4.075659435850e-03,        +8.012137988335e-09,        +2.476001284250e-02,        -1.433644122581e-11,        -1.624401211506e-08,        -1.783969649392e-10,        +1.026954060064e-08
 4.00e+00,        -1.022869008123e-08,        +2.487657436569e-02,        +4.600937360857e-10,        -1.963544156155e-03,        +2.897067683298e-09,        -2.856220841424e-08,        +1.167191608472e-09,        -9.109198891889e-08,        -2.296718674664e-09,        +3.572018068215e-09,        +5.878891415471e-09,        -1.964079432444e-07,        -3.538410580640e-11,        -1.186282235590e-09,        +6.840713552706e-10,        -8.305957761941e-09
