        m,               Re{I[1]} (A),               Im{I[1]} (A),               Re{I[2]} (A),               Im{I[2]} (A),               Re{I[3]} (A),               Im{I[3]} (A),               Re{I[4]} (A),               Im{I[4]} (A),               Re{I[5]} (A),               Im{I[5]} (A),               Re{I[6]} (A),               Im{I[6]} (A),               Re{I[7]} (A),               Im{I[7]} (A),               Re{I[8]} (A),               Im{I[8]} (A)
 1.00e+00,        -1.323767850625e-14,        -2.028498069017e-03,        -5.181052632543e-14,        -2.570335472648e-02,        -2.245305686047e-14,        +9.248859609119e-08,        +4.558394473715e-14,        -1.453512026033e-07,        -1.356762207844e-15,        -2.087815193194e-08,        -1.517708457773e-14,        -4.539280808319e-08,        -2.026658285439e-15,        +7.235930925963e-12,        +5.769891621323e-14,        +4.694514582197e-08
 2.00e+00,        -1.147160721930e-10,        -6.688344561944e-08,        +1.217394259598e-10,        +1.579143299265e-07,        -8.512313122902e-10,        +2.438047863564e-03,        -1.779742993709e-09,        -2.540722136441e-02,        +5.429200705297e-10,        -4.555804465393e-09,        -2.942938854034e-10,        -1.348797292912e-08,        -9.604822934023e-12,        +3.420692448785e-09,        -1.924952460609e-12,        +7.612591588628e-08
 3.00e+00,        -8.113245553735e-09,        +9.306056720018e-08,        +1.031615906891e-09,        -5.456314898362e-08,        +1.760789663925e-09,        -6.516800198377e-10,        +2.471606396574e-09,        -2.354909224023e-08,        -2.930932624541e-09,        +4.075659436320e-03,        +8.039613626045e-09,        +2.476001284270e-02,        -1.425250656354e-11,        -1.624401214746e-08,        -1.773436660476e-10,        +1.026955228233e-08
 4.00e+00,        -1.025005808988e-08,        +2.487657436587e-02,        +4.619357589224e-10,        -1.963544156395e-03,        +2.899433837726e-09,        -2.855867277870e-08,        +1.169834514128e-09,        -9.109063439200e-08,        -2.301339345533e-09,        +3.584270967435e-09,        +5.897461291034e-09,        -1.963465257307e-07,        -3.546885190940e-11,        -1.186372335675e-09,        +6.853256053580e-10,        -8.305467375330e-09
