        m,                       p[1],                       p[2],                       p[3],                       p[4],                       p[5],                       p[6],                       p[7],                       p[8]
 1.00e+00,        -8.173416235895e-12,        -2.431064999351e-11,        -1.883892828214e-09,        -1.586610699436e-09,        +1.093032467754e-11,        -1.324564444651e-11,        +9.398632978405e-07,        +2.660235356749e-08
 2.00e+00,        -2.129218768293e-09,        -1.724134119526e-09,        -4.866653390342e-11,        -2.141777810436e-11,        +2.188072929258e-09,        -1.201548228723e-08,        -5.150783407641e-09,        +1.505627941856e-10
 3.00e+00,        +4.401518777806e-10,        +2.728693455942e-10,        +1.274862484187e-12,        -1.812038787354e-12,        +3.089313203535e-08,        -5.277826626996e-08,        +3.128812049290e-09,        +7.024113675512e-11
