        m,                       p[1],                       p[2],                       p[3],                       p[4],                       p[5],                       p[6],                       p[7],                       p[8]
 1.00e+00,        -8.173436250380e-12,        -2.431066444869e-11,        -1.883893263663e-09,        -1.586610893741e-09,        +1.093033135840e-11,        -1.324563945232e-11,        +9.398633018511e-07,        +2.660235477226e-08
