layer,datatype,polygons,area_mm2,xmin_mm,ymin_mm,xmax_mm,ymax_mm
1,0,13,0.8317891361129999,-0.491595,-0.550202,0.8915949999999999,0.410006
1,10,4,0.05840390661400001,1.202129,-0.197871,1.5573,0.177273
1,11,3,0.021610544956000014,0.822253,-0.577747,1.573481,0.7322839999999999
1,100,31,0.5224603758309999,-0.358909,-0.4125,0.773894,0.409966
1,101,13,0.008068289949999986,0.5875,-0.4125,0.7125,0.4125
