layer,datatype,polygons,area_mm2,xmin_mm,ymin_mm,xmax_mm,ymax_mm
1,0,15,2.5210058195269998,-5.0,-0.550202,-1.508405,0.410006
1,11,2,0.015853177621000074,-3.3779779999999997,0.393966,-2.743559,1.222883
1,100,86,1.8198092329705,-5.0,-0.4125,-1.6410909999999999,0.409966
1,101,81,0.04817160000000002,-3.4124999999999996,-0.4125,-2.5875,0.4125
