cell,layer,datatype,area_mm2,xmin_mm,ymin_mm,xmax_mm,ymax_mm,cx_mm,cy_mm,Qubit,distance_mm
TOP_main_1_Cheese_100,1,100,0.0014735250000000033,-3.1875,0.192853,-3.1125,0.2125,-3.15,0.20267649999999998,Q1,0.25214631397712317
TOP_main_1_Cheese_100,1,100,0.0014735250000000033,-3.0875,0.192853,-3.0124999999999997,0.2125,-3.05,0.20267649999999998,Q1,0.20875287699155184
TOP_main_1_Cheese_100,1,100,0.0014735249999999946,-2.9875,0.192853,-2.9125,0.2125,-2.95,0.20267649999999998,Q1,0.20875287699155184
TOP_main_1_Cheese_100,1,100,0.0014735249999999946,-2.8874999999999997,0.192853,-2.8125,0.2125,-2.8499999999999996,0.20267649999999998,Q1,0.2521463139771234
TOP_main_1_Cheese_100,1,100,0.0014735250000000033,-2.7875,0.192853,-2.7125,0.2125,-2.75,0.20267649999999998,Q1,0.3218349944494073
TOP_main_1_Cheese_100,1,100,0.0014735250000000033,-2.6875,0.192853,-2.6125,0.2125,-2.65,0.20267649999999998,Q1,0.40444747947323156
TOP_main_1_Cheese_100,1,100,0.03585164911599996,-5.0,0.2125,-1.715663,0.22342199999999998,-3.3578315,0.217961,Q1,0.41898732667379096
TOP_main_1_Cheese_100,1,100,0.06785176644400005,-5.0,0.22342199999999998,-1.7082789999999999,0.244058,-3.3541395,0.23374,Q1,0.4243220157619093
TOP_main_1_Cheese_100,1,100,0.06898398977799994,-5.0,0.244058,-1.7007889999999999,0.264991,-3.3503945,0.2545245,Q1,0.43308085472634333
TOP_main_1_Cheese_100,1,100,0.07435258938950001,-5.0,0.264991,-1.6926789999999998,0.2875,-3.3463395,0.2762455,Q1,0.4430153784356701
TOP_main_1_Cheese_100,1,100,0.001875000000000006,-2.6875,0.2875,-2.6125,0.3125,-2.65,0.3,Q1,0.46097722286464443
TOP_main_1_Cheese_100,1,100,0.001875000000000006,-2.7875,0.2875,-2.7125,0.3125,-2.75,0.3,Q1,0.3905124837953327
TOP_main_1_Cheese_100,1,100,0.001874999999999995,-2.8874999999999997,0.2875,-2.8125,0.3125,-2.8499999999999996,0.3,Q1,0.3354101966249686
