cell,layer,datatype,area_mm2,xmin_mm,ymin_mm,xmax_mm,ymax_mm,cx_mm,cy_mm,Qubit,distance_mm
TOP_main_1_Cheese_100,1,100,0.001874999999999995,-2.9875,0.2875,-2.9125,0.3125,-2.95,0.3,Q1,0.30413812651491096
TOP_main_1_Cheese_100,1,100,0.001875000000000006,-3.0875,0.2875,-3.0124999999999997,0.3125,-3.05,0.3,Q1,0.30413812651491096
TOP_main_1_Cheese_100,1,100,0.001875000000000006,-3.1875,0.2875,-3.1125,0.3125,-3.15,0.3,Q1,0.3354101966249684
TOP_main_1_Cheese_100,1,100,0.001874999999999995,-3.2874999999999996,0.2875,-3.2125,0.3125,-3.25,0.3,Q1,0.3905124837953327
TOP_main_1_Cheese_100,1,100,0.001874999999999995,-3.3874999999999997,0.2875,-3.3125,0.3125,-3.3499999999999996,0.3,Q1,0.4609772228646441
TOP_main_1_Cheese_100,1,100,0.25033893366399984,-5.0,0.3125,-1.6410909999999999,0.38749999999999996,-3.3205454999999997,0.35,Q1,0.4746044854089032
TOP_main_1_Cheese_100,1,100,3.495000000000173e-05,-2.6875,0.38749999999999996,-2.6125,0.387966,-2.65,0.387733,Q1,0.5223378976189648
TOP_main_1_Cheese_100,1,100,3.495000000000173e-05,-2.7875,0.38749999999999996,-2.7125,0.387966,-2.75,0.387733,Q1,0.4613424750540535
TOP_main_1_Cheese_100,1,100,3.495000000000152e-05,-2.8874999999999997,0.38749999999999996,-2.8125,0.387966,-2.8499999999999996,0.387733,Q1,0.4157365503404772
TOP_main_1_Cheese_100,1,100,3.495000000000152e-05,-2.9875,0.38749999999999996,-2.9125,0.387966,-2.95,0.387733,Q1,0.39094357558220594
TOP_main_1_Cheese_100,1,100,3.495000000000173e-05,-3.0875,0.38749999999999996,-3.0124999999999997,0.387966,-3.05,0.387733,Q1,0.39094357558220594
TOP_main_1_Cheese_100,1,100,3.495000000000173e-05,-3.1875,0.38749999999999996,-3.1125,0.387966,-3.15,0.387733,Q1,0.415736550340477
TOP_main_1_Cheese_100,1,100,3.495000000000152e-05,-3.2874999999999996,0.38749999999999996,-3.2125,0.387966,-3.25,0.387733,Q1,0.4613424750540535
TOP_main_1_Cheese_100,1,100,3.495000000000152e-05,-3.3874999999999997,0.38749999999999996,-3.3125,0.387966,-3.3499999999999996,0.387733,Q1,0.5223378976189644
TOP_main_1_Cheese_100,1,100,0.0040285722715,-3.3874999999999997,0.387966,-3.1125,0.409966,-3.25,0.398966,Q1,0.47082254529280987
TOP_main_1_Cheese_100,1,100,0.0016500000000000054,-3.0875,0.387966,-3.0124999999999997,0.409966,-3.05,0.398966,Q1,0.4020868925443852
TOP_main_1_Cheese_100,1,100,0.004028572271499999,-2.9875,0.387966,-2.7125,0.409966,-2.8499999999999996,0.398966,Q1,0.42623217752300224
TOP_main_1_Cheese_100,1,100,0.0016500000000000054,-2.6875,0.387966,-2.6125,0.409966,-2.65,0.398966,Q1,0.5307295631072383
TOP_main_1,1,10,0.026673861904000028,-1.1844999999999999,-0.1845,-0.8155,0.1845,-1.0,0.0,Q2,0.0
TOP_main_1,1,10,0.04885182285200001,-1.1248,-0.1248,-0.8752,0.1248,-1.0,0.0,Q2,0.0
TOP_main_1,1,10,0.003999574833000003,-1.219228,0.09290699999999999,-1.124102,0.195212,-1.171665,0.1440595,Q2,0.2241026812986627
TOP_main_1,1,10,0.003999574833000001,-1.195212,-0.21922799999999998,-1.0929069999999999,-0.12410199999999999,-1.1440595,-0.17166499999999998,Q2,0.22410268129866273
TOP_main_1,1,10,0.003999574832999999,-0.875898,-0.195212,-0.7807719999999999,-0.09290699999999999,-0.8283349999999999,-0.1440595,Q2,0.2241026812986628
TOP_main_1,1,10,0.003999574832999999,-0.875898,0.09290699999999999,-0.7807719999999999,0.195212,-0.8283349999999999,0.1440595,Q2,0.2241026812986628
TOP_main_1,1,11,0.010512022010000004,-1.173481,0.259498,-0.826519,0.7322839999999999,-1.0,0.49589099999999997,Q2,0.49589099999999997
TOP_main_1,1,11,0.005005249725000041,-1.577747,0.156545,-1.187914,0.485921,-1.3828304999999999,0.321233,Q2,0.49974976940389865
TOP_main_1,1,11,0.005005249724999965,-1.4859209999999998,-0.577747,-1.156545,-0.187914,-1.3212329999999999,-0.3828305,Q2,0.4997497694038987
TOP_main_1,1,11,0.0050052497250000095,-0.812086,-0.485921,-0.422253,-0.156545,-0.6171694999999999,-0.321233,Q2,0.4997497694038988
TOP_main_1,1,11,0.0050052497250000026,-0.812086,0.156545,-0.422253,0.485921,-0.6171694999999999,0.321233,Q2,0.4997497694038988
TOP_main_1,1,10,0.014896600960000027,1.2427,-0.1573,1.5573,0.1573,1.4,0.0,Q3,0.3999999999999999
TOP_main_1,1,10,0.035508721051999995,1.2935999999999999,-0.1064,1.5064,0.1064,1.4,0.0,Q3,0.3999999999999999
TOP_main_1,1,10,0.003999292300999994,1.202129,0.074976,1.297308,0.177273,1.2497185,0.1261245,Q3,0.27976189651648414
TOP_main_1,1,10,0.003999292300999996,1.222727,-0.197871,1.325024,-0.10269199999999999,1.2738755,-0.15028149999999998,Q3,0.3123976932413233
TOP_main_1,1,11,0.011056022010000005,1.226519,0.23229799999999998,1.573481,0.7322839999999999,1.4,0.48229099999999997,Q3,0.6265816855614277
TOP_main_1,1,11,0.005277261472999981,0.822253,0.139061,1.2329219999999999,0.485921,1.0275874999999999,0.31249099999999996,Q3,0.31370638380060095
TOP_main_1,1,11,0.005277261473000029,0.914079,-0.577747,1.260939,-0.167078,1.087509,-0.37241250000000004,Q3,0.3825557413466043
ground_main_1,1,0,0.26041825048549994,-0.491595,-0.550202,0.8915949999999999,-0.330802,0.19999999999999996,-0.44050199999999995,Q3,0.9132590059802312
ground_main_1,1,0,0.03699024359999997,-0.327801,-0.330802,0.7278009999999999,-0.295192,0.19999999999999996,-0.31299699999999997,Q3,0.8590501277626353
ground_main_1,1,0,0.02582597258000001,-0.310959,-0.295192,0.710959,-0.269652,0.2,-0.282422,Q3,0.8483879926566619
ground_main_1,1,0,0.01907121893099999,-0.300879,-0.269652,0.7008789999999999,-0.250483,0.19999999999999996,-0.2600675,Q3,0.8412104995518364
ground_main_1,1,0,0.085429475487,-0.29402,-0.250483,0.69402,-0.161495,0.19999999999999998,-0.205989,Q3,0.8260941036716096
ground_main_1,1,0,0.13751221762099997,-0.268213,-0.161495,0.668213,-0.011,0.19999999999999998,-0.0862475,Q3,0.8046357133860329
ground_main_1,1,0,0.180990001425,-0.274501,-0.011,0.674501,0.186599,0.2,0.08779949999999999,Q3,0.8048035488243389
ground_main_1,1,0,0.021999902508000005,-0.280273,0.186599,0.680273,0.209641,0.2,0.19812,Q3,0.8241671762452082
ground_main_1,1,0,0.019460176610999993,-0.28739899999999996,0.209641,0.687399,0.231979,0.2,0.22081,Q3,0.8299138847494962
ground_main_1,1,0,0.004669219467999997,0.432793,0.231979,0.694236,0.251088,0.5635144999999999,0.24153349999999998,Q3,0.49885671623473216
ground_main_1,1,0,0.005339730526500005,0.457513,0.251088,0.702476,0.274117,0.5799945,0.26260249999999996,Q3,0.4953430054381509
ground_main_1,1,0,0.02789667190999999,0.47385299999999997,0.274117,0.759189,0.387966,0.616521,0.3310415,Q3,0.506601044376391
ground_main_1,1,0,0.006186054960000001,0.48512,0.387966,0.772399,0.410006,0.6287594999999999,0.39898599999999995,Q3,0.5449856301190428
TOP_main_1_Cheese_diff,1,101,0.0006250000000000011,0.6875,0.38749999999999996,0.7125,0.4125,0.7,0.39999999999999997,Q3,0.5
TOP_main_1_Cheese_diff,1,101,0.0006249999999999984,0.5875,0.38749999999999996,0.6124999999999999,0.4125,0.6,0.39999999999999997,Q3,0.565685424949238
TOP_main_1_Cheese_diff,1,101,0.0005966449750000008,0.6875,0.2875,0.7125,0.3125,0.7,0.3,Q3,0.42426406871192857
TOP_main_1_Cheese_diff,1,101,0.0006249999999999984,0.5875,0.2875,0.6124999999999999,0.3125,0.6,0.3,Q3,0.5
TOP_main_1_Cheese_diff,1,101,0.0006249999999999976,0.5875,0.1875,0.6124999999999999,0.2125,0.6,0.2,Q3,0.447213595499958
TOP_main_1_Cheese_diff,1,101,0.0006249999999999976,0.5875,0.0875,0.6124999999999999,0.11249999999999999,0.6,0.09999999999999999,Q3,0.4123105625617661
TOP_main_1_Cheese_diff,1,101,0.0006249999999999977,0.5875,-0.012499999999999999,0.6124999999999999,0.012499999999999999,0.6,0.0,Q3,0.4
TOP_main_1_Cheese_diff,1,101,0.0006249999999999976,0.5875,-0.11249999999999999,0.6124999999999999,-0.0875,0.6,-0.09999999999999999,Q3,0.4123105625617661
TOP_main_1_Cheese_diff,1,101,0.0006249999999999976,0.5875,-0.2125,0.6124999999999999,-0.1875,0.6,-0.2,Q3,0.447213595499958
TOP_main_1_Cheese_diff,1,101,0.0006249999999999984,0.5875,-0.3125,0.6124999999999999,-0.2875,0.6,-0.3,Q3,0.5
TOP_main_1_Cheese_diff,1,101,0.0005966449750000008,0.6875,-0.3125,0.7125,-0.2875,0.7,-0.3,Q3,0.42426406871192857
TOP_main_1_Cheese_diff,1,101,0.0006250000000000011,0.6875,-0.4125,0.7125,-0.38749999999999996,0.7,-0.39999999999999997,Q3,0.5
TOP_main_1_Cheese_diff,1,101,0.0006249999999999984,0.5875,-0.4125,0.6124999999999999,-0.38749999999999996,0.6,-0.39999999999999997,Q3,0.565685424949238
TOP_main_1_Cheese_100,1,100,0.0013475374999999995,0.7125,-0.4125,0.773894,-0.38749999999999996,0.743197,-0.39999999999999997,Q3,0.47533964784036264
TOP_main_1_Cheese_100,1,100,0.0018750000000000034,0.6124999999999999,-0.4125,0.6875,-0.38749999999999996,0.6499999999999999,-0.39999999999999997,Q3,0.5315072906367325
TOP_main_1_Cheese_100,1,100,0.04899363872599996,-0.358909,-0.38749999999999996,0.758909,-0.342603,0.19999999999999998,-0.3650515,Q3,0.879353511195725
TOP_main_1_Cheese_100,1,100,0.03168425038399999,-0.333383,-0.342603,0.733383,-0.3125,0.2,-0.3275515,Q3,0.8644593600350742
TOP_main_1_Cheese_100,1,100,0.0019216794825000017,0.6124999999999999,-0.3125,0.7191449999999999,-0.2875,0.6658225,-0.3,Q3,0.44908195410887974
TOP_main_1_Cheese_100,1,100,0.01139637048600001,-0.307321,-0.2875,0.707321,-0.27622199999999997,0.19999999999999998,-0.281861,Q3,0.8482014049275091
TOP_main_1_Cheese_100,1,100,0.015750030236000002,-0.30322899999999997,-0.27622199999999997,0.703229,-0.26048499999999997,0.2,-0.26835349999999997,Q3,0.8438089836937327
TOP_main_1_Cheese_100,1,100,0.03393949994399998,-0.297599,-0.26048499999999997,0.697599,-0.225953,0.19999999999999998,-0.24321899999999996,Q3,0.8361551781583368
TOP_main_1_Cheese_100,1,100,0.012994108357999993,-0.28524299999999997,-0.225953,0.6852429999999999,-0.2125,0.19999999999999998,-0.2192265,Q3,0.8294939772549589
TOP_main_1_Cheese_100,1,100,0.0016339500000000003,0.6124999999999999,-0.2125,0.680989,-0.1875,0.6467444999999999,-0.2,Q3,0.4059426662476489
TOP_main_1_Cheese_100,1,100,0.069916852424,-0.274727,-0.1875,0.674727,-0.11249999999999999,0.19999999999999998,-0.15,Q3,0.8139410298049854
TOP_main_1_Cheese_100,1,100,0.0011260125000000006,0.6124999999999999,-0.11249999999999999,0.659395,-0.0875,0.6359474999999999,-0.09999999999999999,Q3,0.37753704819030687
TOP_main_1_Cheese_100,1,100,0.057796037188999984,-0.25568599999999997,-0.0875,0.655686,-0.023691,0.2,-0.0555955,Q3,0.8019294605015145
TOP_main_1_Cheese_100,1,100,0.010091797598000002,-0.251164,-0.023691,0.651164,-0.012499999999999999,0.19999999999999998,-0.0180955,Q3,0.8002046282796983
TOP_main_1_Cheese_100,1,100,0.012429911285000006,-0.1875,-0.012499999999999999,0.650614,0.00699,0.231557,-0.0027549999999999996,Q3,0.7684479385579741
TOP_main_1_Cheese_100,1,100,0.07161231908099999,-0.25568599999999997,0.00699,0.655686,0.0875,0.2,0.047244999999999995,Q3,0.8013938420183925
TOP_main_1_Cheese_100,1,100,0.07143270522600001,-0.270557,0.0875,0.670557,0.170853,0.19999999999999998,0.1291765,Q3,0.8103619982157666
TOP_main_1_Cheese_100,1,100,0.015736142747999997,-0.274727,0.170853,0.674727,0.1875,0.19999999999999998,0.17917650000000002,Q3,0.819819625376369
TOP_main_1_Cheese_100,1,100,0.0003366903175000001,0.6124999999999999,0.1875,0.676068,0.192853,0.644284,0.1901765,Q3,0.40336208771803284
TOP_main_1_Cheese_100,1,100,0.0012972619395000009,0.6124999999999999,0.192853,0.680989,0.2125,0.6467444999999999,0.20267649999999998,Q3,0.4072679854008906
TOP_main_1_Cheese_100,1,100,0.010087392228999988,-0.284337,0.2125,0.684337,0.22342199999999998,0.19999999999999998,0.217961,Q3,0.8291604172420437
TOP_main_1_Cheese_100,1,100,0.005233838022000004,0.41208,0.22342199999999998,0.6917209999999999,0.244058,0.5519004999999999,0.23374,Q3,0.5053984067052943
TOP_main_1_Cheese_100,1,100,0.004925126669999995,0.45014699999999996,0.244058,0.6992109999999999,0.264991,0.5746789999999999,0.2545245,Q3,0.4956618546360513
TOP_main_1_Cheese_100,1,100,0.005145870998,0.468506,0.264991,0.707321,0.2875,0.5879135,0.2762455,Q3,0.4961117411959729
TOP_main_1_Cheese_100,1,100,4.668002499999851e-05,0.707321,0.2875,0.7191449999999999,0.3125,0.713233,0.3,Q3,0.41501242425859974
TOP_main_1_Cheese_100,1,100,0.0018750000000000034,0.6124999999999999,0.2875,0.6875,0.3125,0.6499999999999999,0.3,Q3,0.46097722286464443
TOP_main_1_Cheese_100,1,100,0.018955826628499983,0.484799,0.3125,0.758909,0.38749999999999996,0.6218539999999999,0.35,Q3,0.5152614844096152
TOP_main_1_Cheese_100,1,100,2.1691834000001e-05,0.7125,0.38749999999999996,0.759189,0.387966,0.7358445,0.387733,Q3,0.46916415833826225
TOP_main_1_Cheese_100,1,100,3.4950000000001676e-05,0.6124999999999999,0.38749999999999996,0.6875,0.387966,0.6499999999999999,0.387733,Q3,0.5223378976189648
TOP_main_1_Cheese_100,1,100,0.001650000000000003,0.6124999999999999,0.387966,0.6875,0.409966,0.6499999999999999,0.398966,Q3,0.5307295631072383
TOP_main_1_Cheese_100,1,100,0.0011722039999999996,0.7125,0.387966,0.7723749999999999,0.409966,0.7424375,0.398966,Q3,0.47488136472412773
TOP_main_1,1,11,0.003043762702500103,2.576446,0.266569,2.762031,1.00872,2.6692384999999996,0.6376445000000001,Q4,0.718326999536075
TOP_main_1,1,11,0.008260060335500044,2.762031,0.17685299999999998,2.939564,0.947056,2.8507974999999997,0.5619545,Q4,0.5814243253223073
TOP_main_1,1,11,0.008772849300499864,2.939564,0.206308,3.088723,1.00872,3.0141435,0.607514,Q4,0.6076786147201907
TOP_main_1,1,11,0.008775467600500133,3.088723,0.182824,3.23034,1.006426,3.1595315,0.594625,Q4,0.6156534659345709
TOP_main_1,1,11,0.011378959820000159,3.23034,0.17685299999999998,3.383639,1.230708,3.3069895000000002,0.7037804999999999,Q4,0.7678212977578182
TOP_main_1,1,11,0.0013740933800000011,2.5282579999999997,-0.326,2.636805,-0.247531,2.5825315,-0.2867655,Q4,0.5064725071339016
TOP_main_1,1,11,0.008340233726000165,2.808942,-1.109009,2.860252,-0.278201,2.834597,-0.6936049999999999,Q4,0.7130540291128015
TOP_main_1,1,11,0.0014142749989999976,2.862371,-0.27613099999999996,3.0076039999999997,-0.247531,2.9349875,-0.261831,Q4,0.26978157408772374
TOP_main_1,1,11,0.0014142749990000013,3.262371,-0.27613099999999996,3.4076039999999996,-0.247531,3.3349874999999995,-0.261831,Q4,0.42517302091883685
TOP_main_1,1,11,0.008335094305499863,2.626444,-1.143802,2.689603,-0.326,2.6580234999999997,-0.734901,Q4,0.8105722709007818
TOP_main_1,1,11,0.00013531534749999696,2.860252,-0.29322899999999996,2.877855,-0.27613099999999996,2.8690534999999997,-0.28467999999999993,Q4,0.31335233884917796
TOP_main_1,1,11,0.00818953827149986,2.99212,-1.097133,3.041416,-0.27613099999999996,3.016768,-0.6866319999999999,Q4,0.6868367122162297
TOP_main_1,1,11,0.003529312282000015,3.19212,-1.125148,3.2339119999999997,-0.32323199999999996,3.2130159999999997,-0.72419,Q4,0.7548688444729984
TOP_main_1,1,11,0.005168576884000147,3.2339119999999997,-1.084746,3.2778549999999997,-0.27613099999999996,3.2558834999999995,-0.6804385,Q4,0.7269614280376226
TOP_main_1,1,11,0.0004386271965000022,3.39212,-0.324571,3.426039,-0.27613099999999996,3.4090795,-0.300351,Q4,0.5075005029763516
ground_main_1,1,0,0.039018890464999983,2.445988,-0.550202,2.6239879999999998,-0.330802,2.534988,-0.44050199999999995,Q4,0.6405296028662533
ground_main_1,1,0,0.03908061332949998,2.644017,-0.550202,2.825958,-0.330802,2.7349875,-0.44050199999999995,Q4,0.5140755169819411
ground_main_1,1,0,0.039018890464999983,2.8459879999999997,-0.550202,3.0239879999999997,-0.330802,2.9349879999999997,-0.44050199999999995,Q4,0.44527359246647447
ground_main_1,1,0,0.03908061332949998,3.0440169999999998,-0.550202,3.225958,-0.330802,3.1349875,-0.44050199999999995,Q4,0.46072078003954836
ground_main_1,1,0,0.03901889046500007,3.2459879999999997,-0.550202,3.423988,-0.330802,3.334988,-0.44050199999999995,Q4,0.5534066968767184
ground_main_1,1,0,0.0056453765839999965,2.448468,-0.330802,2.621507,-0.295192,2.5349874999999997,-0.31299699999999997,Q4,0.5605388007669498
ground_main_1,1,0,0.006877465550999996,2.630459,-0.330802,2.8395159999999997,-0.295192,2.7349875,-0.31299699999999997,Q4,0.4101204056923406
ground_main_1,1,0,0.005645376583999998,2.848468,-0.330802,3.0215069999999997,-0.295192,2.9349875,-0.31299699999999997,Q4,0.31967756750396165
ground_main_1,1,0,0.006877465550999995,3.030459,-0.330802,3.239516,-0.295192,3.1349875000000003,-0.31299699999999997,Q4,0.34086470507409544
ground_main_1,1,0,0.0056453765839999965,3.248468,-0.330802,3.4215069999999996,-0.295192,3.3349874999999995,-0.31299699999999997,Q4,0.4584580102531198
ground_main_1,1,0,0.0027607464420000023,2.466386,-0.295192,2.603589,-0.269652,2.5349874999999997,-0.282422,Q4,0.5440577278563831
ground_main_1,1,0,0.0058211221339999975,2.609444,-0.295192,2.860531,-0.269652,2.7349875,-0.282422,Q4,0.38729034488384817
ground_main_1,1,0,0.0027607464420000027,2.866386,-0.295192,3.003589,-0.269652,2.9349875,-0.282422,Q4,0.28980823183658877
ground_main_1,1,0,0.005821122133999999,3.009444,-0.295192,3.260531,-0.269652,3.1349875,-0.282422,Q4,0.31302365923401054
ground_main_1,1,0,0.0027607464420000023,3.266386,-0.295192,3.4035889999999998,-0.269652,3.3349874999999995,-0.282422,Q4,0.4381538670835277
ground_main_1,1,0,0.005319567972999998,2.579455,-0.269652,2.89052,-0.250483,2.7349875,-0.2600675,Q4,0.3713040933150348
ground_main_1,1,0,0.005319567972999998,2.9794549999999997,-0.269652,3.29052,-0.250483,3.1349875,-0.2600675,Q4,0.29301319033876266
ground_main_1,1,0,0.005319567972999996,3.3794549999999997,-0.269652,3.69052,-0.250483,3.5349874999999997,-0.2600675,Q4,0.5948501741720345
ground_main_1,1,0,0.00027688009200000057,2.901767,-0.269652,2.9682079999999997,-0.263531,2.9349875,-0.2665915,Q4,0.27440417822711805
ground_main_1,1,0,0.0002768800920000008,3.301767,-0.269652,3.3682079999999996,-0.263531,3.3349874999999995,-0.2665915,Q4,0.4281210728619881
ground_main_1,1,0,0.147284544217,2.1059799999999997,-0.250483,3.823626,-0.161495,2.964803,-0.205989,Q4,0.2089743930006737
ground_main_1,1,0,0.254125672245,2.131787,-0.161495,3.868,-0.011,2.9998934999999998,-0.0862475,Q4,0.08624756575405478
ground_main_1,1,0,0.523430268037,2.125499,-0.011,5.0,0.186599,3.5627495,0.08779949999999999,Q4,0.5695575053938802
ground_main_1,1,0,0.005863817666000003,2.5237559999999997,0.186599,2.808334,0.209641,2.6660449999999996,0.19812,Q4,0.3883007551177312
ground_main_1,1,0,0.0012140988510000001,2.813358,0.192853,2.918733,0.209641,2.8660455000000002,0.201247,Q4,0.24175227626487808
ground_main_1,1,0,0.005863817665999999,2.923756,0.186599,3.208334,0.209641,3.066045,0.19812,Q4,0.2088383978702192
ground_main_1,1,0,0.0012140988510000003,3.213358,0.192853,3.318733,0.209641,3.2660454999999997,0.201247,Q4,0.3335874144497209
ground_main_1,1,0,0.03827729223400002,3.323756,0.186599,5.0,0.209641,4.161878,0.19812,Q4,1.1786483874693077
ground_main_1,1,0,0.004787674867000001,2.550883,0.209641,2.7812069999999998,0.231979,2.6660449999999996,0.22081,Q4,0.40035359137267684
ground_main_1,1,0,0.002890709790999998,2.791877,0.209641,2.940213,0.231979,2.8660449999999997,0.22081,Q4,0.2582653637733873
ground_main_1,1,0,0.004787674866999998,2.9508829999999997,0.209641,3.1812069999999997,0.231979,3.066045,0.22081,Q4,0.23047559116965075
ground_main_1,1,0,0.0028907097909999973,3.191877,0.209641,3.340213,0.231979,3.266045,0.22081,Q4,0.34574123000446455
ground_main_1,1,0,0.03665931554599999,3.350883,0.209641,5.0,0.231979,4.1754415,0.22081,Q4,1.1960015786035776
ground_main_1,1,0,0.0036859358714999993,2.565591,0.231979,2.766499,0.251088,2.666045,0.24153349999999998,Q4,0.4121460586336475
ground_main_1,1,0,0.0030374408894999977,2.782243,0.231979,2.949848,0.251088,2.8660455,0.24153349999999998,Q4,0.2761923961525734
ground_main_1,1,0,0.0036859358714999993,2.965591,0.231979,3.166499,0.251088,3.066045,0.24153349999999998,Q4,0.2504004266115575
ground_main_1,1,0,0.0030374408894999977,3.1822429999999997,0.231979,3.3498479999999997,0.251088,3.2660454999999997,0.24153349999999998,Q4,0.35933082207417144
ground_main_1,1,0,0.03115530718999998,3.3655909999999998,0.231979,5.0,0.251088,4.1827955,0.24153349999999998,Q4,1.2072048817174739
ground_main_1,1,0,0.0041793628395000015,2.572937,0.251088,2.759153,0.274117,2.666045,0.26260249999999996,Q4,0.4248364568057337
ground_main_1,1,0,0.003998328242500003,2.777314,0.251088,2.954777,0.274117,2.8660455000000002,0.26260249999999996,Q4,0.29479464221131957
ground_main_1,1,0,0.004179362839500003,2.972937,0.251088,3.159153,0.274117,3.066045,0.26260249999999996,Q4,0.2707803815479437
ground_main_1,1,0,0.003998328242500003,3.177314,0.251088,3.354777,0.274117,3.2660454999999997,0.26260249999999996,Q4,0.37381851355504025
ground_main_1,1,0,0.03741512540000004,3.372937,0.251088,5.0,0.274117,4.1864685,0.26260249999999996,Q4,1.2151821157746276
ground_main_1,1,0,0.020266137618999987,2.576831,0.274117,2.75526,0.387966,2.6660455,0.3310415,Q4,0.47022769249853835
ground_main_1,1,0,0.020263872885499988,2.7770449999999998,0.274117,2.9550449999999997,0.387966,2.8660449999999997,0.3310415,Q4,0.3571168110678214
ground_main_1,1,0,0.020266137618999987,2.976831,0.274117,3.1552599999999997,0.387966,3.0660454999999995,0.3310415,Q4,0.33756552370243603
ground_main_1,1,0,0.020263872885500037,3.1770449999999997,0.274117,3.355045,0.387966,3.266045,0.3310415,Q4,0.4246980300722503
ground_main_1,1,0,0.184772308981,3.3768309999999997,0.274117,5.0,0.387966,4.1884155,0.3310415,Q4,1.2336611671615911
ground_main_1,1,0,0.0039231199999999996,2.577045,0.387966,2.755045,0.410006,2.666045,0.39898599999999995,Q4,0.5203035366216532
ground_main_1,1,0,0.0039231199999999996,2.7770449999999998,0.387966,2.9550449999999997,0.410006,2.8660449999999997,0.39898599999999995,Q4,0.4208726294510015
ground_main_1,1,0,0.0039231199999999996,2.977045,0.387966,3.155045,0.410006,3.066045,0.39898599999999995,Q4,0.4044153437012497
ground_main_1,1,0,0.003923120000000009,3.1770449999999997,0.387966,3.355045,0.410006,3.266045,0.39898599999999995,Q4,0.47955163457233674
ground_main_1,1,0,0.03576992820000001,3.377045,0.387966,5.0,0.410006,4.1885224999999995,0.39898599999999995,Q4,1.253704734457938
TOP_main_1_Cheese_diff,1,101,0.0006249999999999984,2.6875,0.38749999999999996,2.7125,0.4125,2.7,0.39999999999999997,Q4,0.4999999999999999
TOP_main_1_Cheese_diff,1,101,0.0006249999999999984,2.5875,0.38749999999999996,2.6125,0.4125,2.5999999999999996,0.39999999999999997,Q4,0.5656854249492382
TOP_main_1_Cheese_diff,1,101,0.0006250000000000094,3.2874999999999996,0.38749999999999996,3.3125,0.4125,3.3,0.39999999999999997,Q4,0.4999999999999999
TOP_main_1_Cheese_diff,1,101,0.0006249999999999984,2.7875,0.38749999999999996,2.8125,0.4125,2.8,0.39999999999999997,Q4,0.447213595499958
TOP_main_1_Cheese_diff,1,101,0.0006249999999999984,3.0875,0.38749999999999996,3.1125,0.4125,3.0999999999999996,0.39999999999999997,Q4,0.41231056256176596
TOP_main_1_Cheese_diff,1,101,0.0006249999999999984,3.1875,0.38749999999999996,3.2125,0.4125,3.2,0.39999999999999997,Q4,0.447213595499958
TOP_main_1_Cheese_diff,1,101,0.0006250000000000094,2.8874999999999997,0.38749999999999996,2.9125,0.4125,2.9,0.39999999999999997,Q4,0.412310562561766
TOP_main_1_Cheese_diff,1,101,0.0006249999999999984,3.3874999999999997,0.38749999999999996,3.4124999999999996,0.4125,3.3999999999999995,0.39999999999999997,Q4,0.5656854249492377
TOP_main_1_Cheese_diff,1,101,0.0006249999999999984,2.9875,0.38749999999999996,3.0124999999999997,0.4125,3.0,0.39999999999999997,Q4,0.39999999999999997
TOP_main_1_Cheese_diff,1,101,0.0006250000000000094,2.8874999999999997,0.2875,2.9125,0.3125,2.9,0.3,Q4,0.31622776601683794
TOP_main_1_Cheese_diff,1,101,0.0006249999999999984,2.7875,0.2875,2.8125,0.3125,2.8,0.3,Q4,0.360555127546399
TOP_main_1_Cheese_diff,1,101,0.0006249999999999984,2.5875,0.2875,2.6125,0.3125,2.5999999999999996,0.3,Q4,0.5000000000000002
TOP_main_1_Cheese_diff,1,101,0.0006250000000000094,3.2874999999999996,0.2875,3.3125,0.3125,3.3,0.3,Q4,0.4242640687119284
TOP_main_1_Cheese_diff,1,101,0.0006249999999999984,3.3874999999999997,0.2875,3.4124999999999996,0.3125,3.3999999999999995,0.3,Q4,0.49999999999999956
TOP_main_1_Cheese_diff,1,101,0.0006249999999999984,3.0875,0.2875,3.1125,0.3125,3.0999999999999996,0.3,Q4,0.31622776601683783
TOP_main_1_Cheese_diff,1,101,0.0006249999999999984,2.6875,0.2875,2.7125,0.3125,2.7,0.3,Q4,0.4242640687119284
TOP_main_1_Cheese_diff,1,101,0.0006249999999999984,3.1875,0.2875,3.2125,0.3125,3.2,0.3,Q4,0.360555127546399
TOP_main_1_Cheese_diff,1,101,0.0006249999999999984,2.9875,0.2875,3.0124999999999997,0.3125,3.0,0.3,Q4,0.3
TOP_main_1_Cheese_diff,1,101,0.0004911749999999982,3.1875,0.192853,3.2125,0.2125,3.2,0.20267649999999998,Q4,0.28474157345257833
TOP_main_1_Cheese_diff,1,101,0.0006249999999999976,3.3874999999999997,0.1875,3.4124999999999996,0.2125,3.3999999999999995,0.2,Q4,0.4472135954999575
TOP_main_1_Cheese_diff,1,101,0.0004911750000000069,2.8874999999999997,0.192853,2.9125,0.2125,2.9,0.20267649999999998,Q4,0.22600390185182645
TOP_main_1_Cheese_diff,1,101,0.0004911749999999982,2.7875,0.192853,2.8125,0.2125,2.8,0.20267649999999998,Q4,0.28474157345257833
TOP_main_1_Cheese_diff,1,101,0.0004911750000000069,3.2874999999999996,0.192853,3.3125,0.2125,3.3,0.20267649999999998,Q4,0.36204663187530123
