cell,layer,datatype,area_um2,bbox_xmin_um,bbox_ymin_um,bbox_xmax_um,bbox_ymax_um
TOP_main_1,1,10,0.0003549999999999942,-4.585,-0.005,-4.5,0.005
TOP_main_1,1,10,0.011952500000000001,-4.802,1.96,-4.5375,2.04
TOP_main_1,1,10,0.00035499999999998835,-4.585,1.9949999999999999,-4.5,2.005
TOP_main_1,1,10,0.0004999999999999987,-3.8249999999999997,1.025,-3.775,1.035
TOP_main_1,1,10,0.0004999999999999987,-3.8249999999999997,0.965,-3.775,0.975
TOP_main_1,1,10,0.0003999999999999907,-3.8049999999999997,0.985,-3.795,1.025
TOP_main_1,1,10,0.0003999999999999907,-3.8249999999999997,0.975,-3.815,1.015
TOP_main_1,1,10,0.0003999999999999907,-3.7849999999999997,0.975,-3.775,1.015
TOP_main_1,1,10,0.00029999999999999385,-3.8049999999999997,1.035,-3.795,1.065
TOP_main_1,1,10,0.00029999999999999385,-3.8049999999999997,0.9349999999999999,-3.795,0.965
TOP_main_1,1,10,0.0005000000000000098,-3.8249999999999997,-2.475,-3.775,-2.465
TOP_main_1,1,10,0.0004999999999999875,-3.8249999999999997,-2.5349999999999997,-3.775,-2.525
TOP_main_1,1,10,0.0003999999999999874,-3.8049999999999997,-2.5149999999999997,-3.795,-2.475
TOP_main_1,1,10,0.00039999999999999183,-3.8249999999999997,-2.525,-3.815,-2.485
TOP_main_1,1,10,0.00039999999999999183,-3.7849999999999997,-2.525,-3.775,-2.485
TOP_main_1,1,10,0.0002999999999999916,-3.8049999999999997,-2.465,-3.795,-2.435
TOP_main_1,1,10,0.00029999999999999607,-3.8049999999999997,-2.565,-3.795,-2.5349999999999997
TOP_main_1,1,10,0.0004999999999999987,3.775,1.025,3.8249999999999997,1.035
TOP_main_1,1,10,0.0004999999999999987,3.775,0.965,3.8249999999999997,0.975
TOP_main_1,1,10,0.0003999999999999907,3.795,0.985,3.8049999999999997,1.025
TOP_main_1,1,10,0.0003999999999999907,3.775,0.975,3.7849999999999997,1.015
TOP_main_1,1,10,0.0003999999999999907,3.815,0.975,3.8249999999999997,1.015
